Entity Name,Entity Description,Attribute Name,Attribute Description,Logical Data Type,Table Name ,Column Name,Physical Data Type,Null Option,Release,Is PK-FK
Bill Statement,"The Statements table holds the bill statements that are produced for each billing arrangement that receives a bill document. 
 The bill statement records include the amount due of the billing arrangement. (The amount due is the sum of the last bill statement amount due, the Amdocs Accounts Receivable transactions affecting the balance, and the new amount due.)",Bill Statement Reset Sequence Number,"This is a technical Kenan column. This field is applicable to GE Only. If Bill Statement Sequence Number reaches max value, then ""Bill Statement Reset Sequence Number"" is incremented by one and Bill Statement Sequence Number is reset to min value.",INTEGER,BILL_STMN,BILL_STMN_RSET_SEQ_NO,NUMBER(9),Null,R2,Non-Key
Bill Statement,"The Statements table holds the bill statements that are produced for each billing arrangement that receives a bill document. 
 The bill statement records include the amount due of the billing arrangement. (The amount due is the sum of the last bill statement amount due, the Amdocs Accounts Receivable transactions affecting the balance, and the new amount due.)",Bill Statement Sequence Number,Unique identifier of the record.,NUMBER(10),BILL_STMN,BILL_STMN_SEQ_NO,NUMBER(10),Null,R1+R2,Non-Key
Bill Statement,"The Statements table holds the bill statements that are produced for each billing arrangement that receives a bill document. 
 The bill statement records include the amount due of the billing arrangement. (The amount due is the sum of the last bill statement amount due, the Amdocs Accounts Receivable transactions affecting the balance, and the new amount due.)",Bill Extract Timestamp,The date printed on the billing document as the extract date.,TIMESTAMP(6),BILL_STMN,BILL_XTRC_TS,TIMESTAMP(6),Null,R1+R2,Non-Key
Bill Statement,"The Statements table holds the bill statements that are produced for each billing arrangement that receives a bill document. 
 The bill statement records include the amount due of the billing arrangement. (The amount due is the sum of the last bill statement amount due, the Amdocs Accounts Receivable transactions affecting the balance, and the new amount due.)",Currency Key,GK Based on CURRENCY Id+Source System Code,INTEGER,BILL_STMN,CRCY_KEY,NUMBER(10),Null,R2,FK
Bill Statement,"The Statements table holds the bill statements that are produced for each billing arrangement that receives a bill document. 
 The bill statement records include the amount due of the billing arrangement. (The amount due is the sum of the last bill statement amount due, the Amdocs Accounts Receivable transactions affecting the balance, and the new amount due.)",Customer Group Identifier,"Used to identify whether the record belongs to Group Consumer or Group Enterprise.
1 - Group Consumer
2 - Group Enterprise",INTEGER,BILL_STMN,CUST_GRP_ID,NUMBER(9),Null,R1+R2,Non-Key
Bill Statement,"The Statements table holds the bill statements that are produced for each billing arrangement that receives a bill document. 
 The bill statement records include the amount due of the billing arrangement. (The amount due is the sum of the last bill statement amount due, the Amdocs Accounts Receivable transactions affecting the balance, and the new amount due.)",Customer Key,Generated Key based on Customer Id + Source System Code,BIGINT,BILL_STMN,CUST_KEY,Number(18),Not Null,R1+R2,FK
Bill Statement,"The Statements table holds the bill statements that are produced for each billing arrangement that receives a bill document. 
 The bill statement records include the amount due of the billing arrangement. (The amount due is the sum of the last bill statement amount due, the Amdocs Accounts Receivable transactions affecting the balance, and the new amount due.)",Due Timestamp,"The last date allowed for the invoice statement to be paid.
Date Mask: YYYYMMDD",TIMESTAMP(6),BILL_STMN,DUE_TS,TIMESTAMP(6),Null,R1+R2,Non-Key
Bill Statement,"The Statements table holds the bill statements that are produced for each billing arrangement that receives a bill document. 
 The bill statement records include the amount due of the billing arrangement. (The amount due is the sum of the last bill statement amount due, the Amdocs Accounts Receivable transactions affecting the balance, and the new amount due.)",Hold Bill Indicator,Hold Bill Indicator,INTEGER,BILL_STMN,HOLD_BILL_IND,INTEGER,Null,R2,Non-Key
Bill Statement,"The Statements table holds the bill statements that are produced for each billing arrangement that receives a bill document. 
 The bill statement records include the amount due of the billing arrangement. (The amount due is the sum of the last bill statement amount due, the Amdocs Accounts Receivable transactions affecting the balance, and the new amount due.)",Invoice Key,Generated Key based on Invoice Sequence Number + Source System Code,BIGINT,BILL_STMN,INVC_KEY,NUMBER(18),Not Null,R1+R2,FK
Bill Statement,"The Statements table holds the bill statements that are produced for each billing arrangement that receives a bill document. 
 The bill statement records include the amount due of the billing arrangement. (The amount due is the sum of the last bill statement amount due, the Amdocs Accounts Receivable transactions affecting the balance, and the new amount due.)",Invoice Total Amount,The total of all new charges and credits (including discounts) since the previous invoice. The amount includes taxes.,"DECIMAL(38,6)",BILL_STMN,INVC_TOTL_AMT,"NUMBER(38,6)",Null,R1+R2,Non-Key
Bill Statement,"The Statements table holds the bill statements that are produced for each billing arrangement that receives a bill document. 
 The bill statement records include the amount due of the billing arrangement. (The amount due is the sum of the last bill statement amount due, the Amdocs Accounts Receivable transactions affecting the balance, and the new amount due.)",Legal Invoice Identifier,A legal invoice number.,VARCHAR(255),BILL_STMN,LEGL_INVC_ID,VARCHAR2(255),Null,R1+R2,Non-Key
Bill Statement,"The Statements table holds the bill statements that are produced for each billing arrangement that receives a bill document. 
 The bill statement records include the amount due of the billing arrangement. (The amount due is the sum of the last bill statement amount due, the Amdocs Accounts Receivable transactions affecting the balance, and the new amount due.)",Next To Date,First date not included on next bill.,DATE,BILL_STMN,NEXT_TO_DT,DATE,Null,R2,Non-Key
Bill Statement,"The Statements table holds the bill statements that are produced for each billing arrangement that receives a bill document. 
 The bill statement records include the amount due of the billing arrangement. (The amount due is the sum of the last bill statement amount due, the Amdocs Accounts Receivable transactions affecting the balance, and the new amount due.)",Pay Channel Key,Generated Key based on Pay Channel Id + Source System Code,BIGINT,BILL_STMN,PAY_CHNL_KEY,NUMBER(18),Not Null,R1+R2,FK
Bill Statement,"The Statements table holds the bill statements that are produced for each billing arrangement that receives a bill document. 
 The bill statement records include the amount due of the billing arrangement. (The amount due is the sum of the last bill statement amount due, the Amdocs Accounts Receivable transactions affecting the balance, and the new amount due.)",Period Coverage End Date,First date not included on next bill.,DATE,BILL_STMN,PERD_CVER_END_DT,DATE,Null,R2,Non-Key
Bill Statement,"The Statements table holds the bill statements that are produced for each billing arrangement that receives a bill document. 
 The bill statement records include the amount due of the billing arrangement. (The amount due is the sum of the last bill statement amount due, the Amdocs Accounts Receivable transactions affecting the balance, and the new amount due.)",Period Coverage From Date,From the date when the bill has started,DATE,BILL_STMN,PERD_CVER_FROM_DT,DATE,Null,R2,Non-Key
Bill Statement,"The Statements table holds the bill statements that are produced for each billing arrangement that receives a bill document. 
 The bill statement records include the amount due of the billing arrangement. (The amount due is the sum of the last bill statement amount due, the Amdocs Accounts Receivable transactions affecting the balance, and the new amount due.)",Prepare Balance Amount,The Amdocs Accounts Receivable balance of the billing arrangement (Tax Included),"DECIMAL(38,6)",BILL_STMN,PREP_BLNC_AMT,"NUMBER(38,6)",Null,R1+R2,Non-Key
Bill Statement,"The Statements table holds the bill statements that are produced for each billing arrangement that receives a bill document. 
 The bill statement records include the amount due of the billing arrangement. (The amount due is the sum of the last bill statement amount due, the Amdocs Accounts Receivable transactions affecting the balance, and the new amount due.)",Previous Bill Statement Reset Number,Previous Bill Statement Reset Number,INTEGER,BILL_STMN,PREV_BILL_STMN_RSET_NO,NUMBER(9),Null,R2,Non-Key
Bill Statement,"The Statements table holds the bill statements that are produced for each billing arrangement that receives a bill document. 
 The bill statement records include the amount due of the billing arrangement. (The amount due is the sum of the last bill statement amount due, the Amdocs Accounts Receivable transactions affecting the balance, and the new amount due.)",Previous Bill Statement Sequence Number,Previous Bill Statement Sequence Number,INTEGER,BILL_STMN,PREV_BILL_STMN_SEQ_NO,NUMBER(10),Null,R2,Non-Key
Bill Statement,"The Statements table holds the bill statements that are produced for each billing arrangement that receives a bill document. 
 The bill statement records include the amount due of the billing arrangement. (The amount due is the sum of the last bill statement amount due, the Amdocs Accounts Receivable transactions affecting the balance, and the new amount due.)",Previous Due Amount,The total amount due from the previous statement (Tax Included),"DECIMAL(38,6)",BILL_STMN,PREV_DUE_AMT,"NUMBER(38,6)",Null,R1+R2,Non-Key
Bill Statement,"The Statements table holds the bill statements that are produced for each billing arrangement that receives a bill document. 
 The bill statement records include the amount due of the billing arrangement. (The amount due is the sum of the last bill statement amount due, the Amdocs Accounts Receivable transactions affecting the balance, and the new amount due.)",Production Type Code,"The production type of the specific billing document, such as regular bill, first bill, final bill, or revised final bill.
Example Values : 
DR - DROP 
FN - FINAL-BILL 
FR - FIRST-BILL 
RF - REVISED-FINAL 
RG - REGULAR-TYPE",VARCHAR(15),BILL_STMN,PROD_TYPE_CD,VARCHAR2(15),Null,R1+R2,Non-Key
Bill Statement,"The Statements table holds the bill statements that are produced for each billing arrangement that receives a bill document. 
 The bill statement records include the amount due of the billing arrangement. (The amount due is the sum of the last bill statement amount due, the Amdocs Accounts Receivable transactions affecting the balance, and the new amount due.)",Statement Date Key,GK Based on Date Ref.Date key,INTEGER,BILL_STMN,STMN_DATE_KEY,NUMBER(10),Not Null,R1+R2,FK
Bill Statement,"The Statements table holds the bill statements that are produced for each billing arrangement that receives a bill document. 
 The bill statement records include the amount due of the billing arrangement. (The amount due is the sum of the last bill statement amount due, the Amdocs Accounts Receivable transactions affecting the balance, and the new amount due.)",Statement Error Number,"Relevant for R2 S2T. Count of errors detected by BIP during bill preparation. 
In source, Null Indicates no errors. 
In Target will be presented with 0.

When error is resolved a new Bill Invoice/Bill Statement record is generate for the same Account/Bill Cycle Instance.",INTEGER,BILL_STMN,STMN_ERR_NO,NUMBER(9),Null,R2,Non-Key
Bill Statement,"The Statements table holds the bill statements that are produced for each billing arrangement that receives a bill document. 
 The bill statement records include the amount due of the billing arrangement. (The amount due is the sum of the last bill statement amount due, the Amdocs Accounts Receivable transactions affecting the balance, and the new amount due.)",Statement Timestamp,Statement Date,TIMESTAMP(6),BILL_STMN,STMN_TS,TIMESTAMP(6),Null,R1+R2,Non-Key
Bill Statement,"The Statements table holds the bill statements that are produced for each billing arrangement that receives a bill document. 
 The bill statement records include the amount due of the billing arrangement. (The amount due is the sum of the last bill statement amount due, the Amdocs Accounts Receivable transactions affecting the balance, and the new amount due.)",Status Code,"The status written to the database. This status represents the status of the billing processing found in the database. When the bill day flow processing is rejected and no processing is successful, the database status is updated back to the (running) status.
Example Values (for BL1PYMSTS, layer 1): 
BL - BILLED 
CN - CONFIRMED 
DC - BOD_CONFIRMED 
IN - INVOICED 
NP - NOT-PROCESSED 
PC - PAYER-CHARGED 
SC - SEMI_CONFIRMED 
UN - UNIFIED-CHARGED",VARCHAR(15),BILL_STMN,STTS_CD,VARCHAR2(15),Null,R1+R2,Non-Key
Bill Statement,"The Statements table holds the bill statements that are produced for each billing arrangement that receives a bill document. 
 The bill statement records include the amount due of the billing arrangement. (The amount due is the sum of the last bill statement amount due, the Amdocs Accounts Receivable transactions affecting the balance, and the new amount due.)",Total Due Amount,The calculated amount to be paid. Invoice Total Amount + Prep Balance Amount,"DECIMAL(38,6)",BILL_STMN,TOTL_DUE_AMT,"NUMBER(38,6)",Null,R1+R2,Non-Key
Bill Statement,"The Statements table holds the bill statements that are produced for each billing arrangement that receives a bill document. 
 The bill statement records include the amount due of the billing arrangement. (The amount due is the sum of the last bill statement amount due, the Amdocs Accounts Receivable transactions affecting the balance, and the new amount due.)",Total Finance Activity Amount,The total amount of the financial activities including tax.,"DECIMAL(38,6)",BILL_STMN,TOTL_FIN_ACTV_AMT,"NUMBER(38,6)",Null,R1,Non-Key
Bundle,,Access Linkage Identifier,Access Id for Main Component Access for Subscribers,VARCHAR(32),BNDL,ACCS_LKGE_ID,VARCHAR2(32),Null,R1,Non-Key
Bundle,,Broadband Subscriber Key,Generated Key Based on Subscriber ID+ Source System Code,BIGINT,BNDL,BB_SUBS_KEY,NUMBER(18),Null,R1+R2,FK
Bundle,,Bill Date Key,transaction or event date key,INTEGER,BNDL,BILL_DATE_KEY,NUMBER(10),Null,R1,FK
